Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 2 2023,25.5,7.9,5.96,27.0,19.45,0.5,11.5,0.157,0.01,0.0005,0.79,0.15,1.5,0.0032,0.00025,0.00045,0.0001,0.0958,0.0113,0.00045,0.0111,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 3 2023,27.8,7.84,5.93,27.0,20.45,0.6,18.4,0.067,0.01,0.0005,0.753,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0782,0.0137,0.00045,0.0091,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 4 2023,25.9,7.86,5.97,27.2,20.28,0.6,18.7,0.077,0.01,0.0005,0.772,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0889,0.0068,0.00045,0.0102,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 1 2024,20.9,7.95,5.97,27.6,11.66,0.7,10.4,0.082,0.01,0.0015,0.749,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.1149,0.0093,0.0005,0.0098,0.0004,0.0035,0.0002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 2 2024,25.3,7.94,5.88,26.9,19.32,0.6,17.5,0.077,0.01,0.0015,0.77,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.0858,0.0068,0.0012,0.0116,0.0003,0.0035,0.0002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 3 2024,27.2,7.92,5.92,27.0,21.25,0.7,18.4,0.054,0.082,0.0015,0.839,0.15,1.0,0.0022,0.0001,0.0001,0.0001,0.1013,0.00015,0.00015,0.0079,0.0001,0.0035,0.0002,x,x,x,x,x
Cửa sông Trới ven bờ KCN Việt Hưng,NB6,Quý 4 2024,24.7,7.9,5.9,27.3,19.24,0.5,16.5,0.061,0.01,0.0015,0.858,0.15,1.0,0.0013,0.0001,0.0015,0.0001,0.2507,0.0881,0.0014,0.0302,0.0011,0.0035,0.0002,x,x,x,x,x
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 1 2021,22.0,7.5,5.62,25.3,19.9,0.4,17.3,0.015,0.01,0.0005,0.727,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0239,0.0004,0.00045,0.001,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 2 2021,30.3,7.51,6.59,25.8,18.98,0.6,17.4,0.015,0.021,0.0005,0.679,0.15,1.5,0.0028,0.00025,0.00045,0.0001,0.033,0.0022,0.0009,0.0073,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 3 2021,33.8,7.48,6.02,25.1,20.24,0.5,19.7,0.015,0.01,0.0005,0.763,0.15,40.0,0.0018,0.00025,0.00045,0.0001,0.0417,0.0015,0.00045,0.0091,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 4 2021,28.2,7.59,6.25,25.9,9.85,0.7,8.5,0.015,0.01,0.0005,0.794,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0235,0.0018,0.00045,0.0088,0.00045,0.0025,0.002,0.005,0.005,0.005,0.005,0.005
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 1 2022,27.9,7.88,5.89,25.8,9.44,0.8,8.2,0.015,0.01,0.0005,0.641,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0174,0.0004,0.00045,0.0058,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 2 2022,28.8,7.8,5.84,25.6,10.32,0.6,9.4,0.015,0.01,0.0005,0.66,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0565,0.0103,0.00045,0.0074,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 3 2022,33.5,7.72,5.8,25.5,11.46,0.5,11.1,0.015,0.01,0.0005,0.694,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0492,0.0076,0.00045,0.0138,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 4 2022,29.8,7.72,5.85,25.3,11.75,0.6,10.7,0.015,0.01,0.0005,0.703,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0761,0.0127,0.00045,0.0063,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 1 2023,28.1,7.84,5.82,25.7,9.44,0.9,9.1,0.015,0.01,0.0005,0.77,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0882,0.0111,0.00045,0.0086,0.0014,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 2 2023,33.4,7.77,5.89,25.4,10.64,0.5,18.2,0.015,0.01,0.0005,0.816,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0732,0.0095,0.00045,0.0095,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 3 2023,32.8,7.69,5.86,25.3,11.79,0.7,10.2,0.032,0.01,0.0005,0.792,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0569,0.0094,0.00045,0.0132,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 4 2023,31.9,7.72,5.89,25.4,11.65,0.6,10.4,0.048,0.01,0.0005,0.785,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0945,0.0105,0.00045,0.0138,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 1 2024,27.6,7.88,5.88,25.8,9.52,1.0,7.6,0.053,0.01,0.0015,0.775,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.1221,0.013,0.0014,0.0132,0.0007,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 2 2024,33.1,7.83,5.96,25.3,10.51,0.6,9.2,0.058,0.01,0.0015,0.79,0.15,1.0,0.0009,0.0001,0.0001,0.0001,0.0731,0.0104,0.0017,0.0124,0.0006,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 3 2024,32.8,7.83,5.83,25.2,11.84,0.7,10.8,0.038,0.075,0.0015,0.787,0.15,1.0,0.0021,0.0001,0.0001,0.0001,0.0989,0.0029,0.00015,0.0198,0.0001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,NB7,Quý 4 2024,31.1,7.78,5.96,25.8,11.34,0.5,9.5,0.042,0.01,0.0015,0.832,0.15,1.0,0.0011,0.0001,0.0012,0.0001,0.2415,0.0988,0.00015,0.0256,0.0006,0.0035,0.0002,0.005,x,0.005,0.005,0.005
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 1 2021,22.2,7.44,5.53,25.9,18.2,0.5,16.2,0.015,0.01,0.0005,0.714,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0191,0.0004,0.00045,0.0229,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 2 2021,31.4,7.75,6.75,26.3,17.74,0.7,16.7,0.004,0.01,0.0005,0.738,0.15,1.5,0.0041,0.00025,0.00045,0.0001,0.0477,0.0025,0.0011,0.01,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 3 2021,31.8,7.62,5.89,26.0,22.56,0.5,21.6,0.015,0.021,0.0005,0.711,0.15,1.5,0.0031,0.00025,0.00045,0.0001,0.0483,0.0012,0.00045,0.0136,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 4 2021,26.1,7.79,6.19,26.4,22.8,0.5,21.7,0.037,0.01,0.0005,0.787,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0339,0.002,0.00045,0.0121,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 1 2022,26.7,7.92,5.93,26.2,23.2,0.5,22.4,0.015,0.01,0.0005,0.705,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0152,0.0004,0.00045,0.0113,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 2 2022,27.8,7.89,5.9,26.0,24.4,0.5,22.5,0.015,0.01,0.0005,0.693,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0749,0.0055,0.00045,0.0136,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 3 2022,30.9,7.84,5.86,25.8,25.56,0.4,14.6,0.015,0.01,0.0005,0.733,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0529,0.0034,0.00045,0.0063,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 4 2022,29.7,7.81,5.86,25.5,26.85,0.4,23.7,0.015,0.01,0.0005,0.696,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0925,0.0081,0.00045,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 1 2023,26.9,7.95,5.97,26.3,23.2,0.4,22.4,0.015,0.01,0.0005,0.789,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.1069,0.0095,0.00045,0.0139,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 2 2023,31.5,7.86,5.97,25.8,26.5,0.5,9.3,0.015,0.01,0.0005,0.855,0.15,1.5,0.0033,0.00025,0.00045,0.0001,0.0669,0.0042,0.00045,0.0131,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 3 2023,30.2,7.87,5.8,25.6,26.25,0.3,23.6,0.039,0.01,0.0005,0.845,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0612,0.0042,0.00045,0.006,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 4 2023,29.8,7.89,5.84,25.7,26.14,0.4,24.3,0.036,0.01,0.0005,0.81,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0853,0.0066,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 1 2024,26.5,7.97,5.9,26.2,23.35,0.5,21.2,0.044,0.01,0.0015,0.755,0.15,1.0,0.0023,0.0001,0.0001,0.0001,0.1102,0.0059,0.0005,0.0111,0.001,0.0035,0.0002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 2 2024,31.2,7.91,5.91,25.7,25.76,0.6,23.4,0.039,0.01,0.0015,0.803,0.15,1.0,0.001,0.0001,0.0001,0.0001,0.0794,0.0047,0.0013,0.0137,0.0007,0.0035,0.0002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 3 2024,30.4,7.93,5.76,25.5,26.58,0.3,24.2,0.046,0.089,0.0015,0.813,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0856,0.00015,0.00015,0.0175,0.0001,0.0035,0.0002,x,x,x,x,x
Cửa sông Diễn Vọng tại cầu Bang,NB8,Quý 4 2024,24.4,7.85,5.75,25.6,24.59,0.5,21.7,0.054,0.01,0.0015,0.794,0.15,1.0,0.0012,0.0001,0.001,0.0001,0.2311,0.1015,0.0015,0.0246,0.0004,0.0035,0.0002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 1 2021,21.5,7.79,8.1,29.7,14.7,1.1,13.6,0.284,0.01,0.0005,0.668,0.15,40.0,0.0008,0.00025,0.00045,0.0001,0.0245,0.0004,0.00045,0.0088,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 2 2021,28.6,8.1,6.33,29.6,9.64,1.1,8.2,0.135,0.01,0.0005,0.725,0.15,70.0,0.0036,0.00025,0.00045,0.0001,"<0,002",0.0034,0.00045,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 3 2021,32.7,8.08,6.35,27.3,10.24,1.2,9.3,0.164,0.01,0.0005,0.632,0.15,40.0,0.003,0.00025,0.00045,0.0001,"<0,002",0.001,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 4 2021,25.2,8.03,6.95,29.5,7.25,1.2,6.4,0.095,0.01,0.0005,0.754,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0043,0.0028,0.00045,0.0148,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 1 2022,22.8,8.04,6.33,29.6,7.04,1.1,6.4,0.256,0.01,0.0005,0.705,0.15,70.0,0.001,0.00025,0.00045,0.0001,0.0209,0.0004,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 2 2022,23.7,8.01,6.29,29.5,7.25,0.9,6.2,0.216,0.01,0.0005,0.726,0.15,40.0,0.0022,0.00025,0.00045,0.0001,0.0155,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 3 2022,29.9,8.08,6.23,29.4,7.62,0.8,6.4,0.183,0.01,0.0005,0.727,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0189,0.0004,0.00045,0.0075,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 4 2022,26.4,8.04,6.18,29.3,7.89,0.8,6.7,0.192,0.01,0.0005,0.677,0.15,90.0,0.0026,0.00025,0.00045,0.0001,0.0141,0.0004,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 1 2023,22.2,8.01,6.25,29.7,7.12,1.0,6.5,0.152,0.01,0.0005,0.731,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0265,0.0004,0.00045,0.0132,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 2 2023,24.4,8.03,6.22,29.4,7.47,0.8,9.3,0.227,0.01,0.0005,0.751,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0275,0.0004,0.00045,0.0118,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 3 2023,28.9,8.05,6.12,29.3,7.73,0.8,6.9,0.173,0.01,0.0005,0.779,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0219,0.0004,0.00045,0.0072,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 4 2023,26.4,8.03,6.14,29.4,7.62,0.9,6.3,0.126,0.01,0.0005,0.867,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0488,0.0004,0.00045,0.0128,0.00045,0.0025,0.002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 1 2024,22.0,8,6.29,29.8,7.22,0.9,6.3,0.104,0.01,0.0015,0.749,0.15,1.0,0.0021,0.0001,0.0001,0.0001,0.063,0.0032,0.0005,0.0122,0.0016,0.0035,0.0002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 2 2024,25.3,8.06,6.18,29.3,7.58,0.7,6.5,0.113,0.01,0.0015,0.79,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0796,0.0041,0.0005,0.0106,0.0012,0.0035,0.0002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 3 2024,26.5,8,6.17,29.2,7.76,1.0,6.1,0.134,0.067,0.0015,0.813,0.15,1.0,0.0036,0.0001,0.0001,0.0001,0.1059,0.00015,0.00015,0.007,0.0001,0.0035,0.0002,x,x,x,x,x
Bến phà Tuần Châu,NB9,Quý 4 2024,24.1,8.05,6.07,29.5,7.45,1.0,5.6,0.108,0.01,0.0015,0.761,0.15,1.0,0.0021,0.0001,0.0001,0.0001,0.1642,0.0018,0.0038,0.0342,0.0003,0.0035,0.0002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 1 2021,21.4,7.83,7.62,29.5,16.5,0.8,15.1,0.147,0.01,0.0005,0.694,0.15,1.5,0.0011,0.00025,0.00045,0.0001,0.0244,0.0004,0.00045,0.0091,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 2 2021,28.5,8.15,6.21,29.6,9.21,0.9,7.4,0.171,0.01,0.0005,0.731,0.15,1.5,0.0037,0.00025,0.00045,0.0003,"<0,002",0.0053,0.00045,0.0107,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 3 2021,32.8,8.12,6.28,27.4,9.85,0.8,8.9,0.22,0.01,0.0005,0.678,0.15,1.5,0.0015,0.00025,0.00045,0.0001,"ước ",0.0038,0.00045,0.0101,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 4 2021,25.1,8.01,6.26,29.6,3.14,0.8,3.2,0.132,0.01,0.0005,0.761,0.15,1.5,0.0027,0.00025,0.00045,0.0003,0.0071,0.0043,0.00045,0.013,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 1 2022,22.5,8.02,6.38,29.6,5.42,0.6,4.8,0.132,0.01,0.0005,0.731,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0175,0.0004,0.00045,0.0107,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 2 2022,23.5,8,6.3,29.5,5.56,0.7,4.2,0.163,0.01,0.0005,0.673,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0207,0.0004,0.00045,0.0063,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 3 2022,29.4,8.01,6.25,29.4,5.79,0.6,4.2,0.235,0.01,0.0005,0.707,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0254,0.0004,0.00045,0.0089,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 4 2022,26.2,8.02,6.15,29.3,6.22,0.6,5.4,0.177,0.01,0.0005,0.658,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0179,0.0004,0.00045,0.008,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 1 2023,21.9,8.06,6.29,29.5,5.68,0.7,4.7,0.144,0.01,0.0005,0.751,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0378,0.0004,0.00045,0.0098,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 2 2023,24.2,8.01,6.23,29.4,5.79,0.6,6.3,0.141,0.01,0.0005,0.77,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0243,0.0004,0.00045,0.0086,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 3 2023,28.3,8.04,6.12,29.3,5.87,0.5,4.2,0.093,0.01,0.0005,0.759,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0294,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 4 2023,25.5,8.02,6.19,29.4,5.8,0.6,4.8,0.077,0.01,0.0005,0.778,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0324,0.0004,0.00045,0.0099,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 1 2024,21.7,8.08,6.23,29.6,5.79,0.6,4.7,0.092,0.01,0.0015,0.787,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0419,0.002,0.0017,0.0094,0.0006,0.0035,0.0002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 2 2024,25.0,8,6.29,29.2,5.93,0.8,4.3,0.107,0.01,0.0015,0.764,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0529,0.0026,0.0005,0.0081,0.0007,0.0035,0.0002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 3 2024,26.4,8.04,6.12,29.2,5.94,0.8,5.2,0.082,0.057,0.0015,0.852,0.15,1.0,0.0036,0.0001,0.0001,0.0001,0.1368,0.0591,0.00015,0.0046,0.0001,0.0035,0.0002,x,x,x,x,x
Bãi tắm Tuần  Châu,NB10,Quý 4 2024,24.0,8.04,6.11,29.5,5.93,0.8,3.5,0.073,0.01,0.0015,0.794,0.15,1.0,0.0026,0.0001,0.0001,0.0001,0.1427,0.0154,0.0028,0.0858,0.0006,0.0035,0.0002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 1 2021,22.0,7.55,6.27,27.4,16.2,0.6,15.3,0.015,0.01,0.0005,0.662,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0307,0.0004,0.00045,0.0073,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 2 2021,28.9,7.82,6.47,27.9,12.7,1.0,11.6,0.015,0.01,0.0005,0.744,0.15,1.5,0.0039,0.00025,0.00045,0.0001,0.0321,0.0005,0.0031,0.0153,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 3 2021,31.6,7.76,6.58,27.0,11.6,1.1,10.6,0.015,0.01,0.0005,0.697,0.15,1.5,0.0028,0.00025,0.00045,0.0001,0.0255,0.0004,0.00045,0.0127,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 4 2021,24.8,7.77,6.44,27.7,9.05,1.0,8.2,0.015,0.01,0.0005,0.807,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0228,0.004,0.00045,0.0185,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 1 2022,21.7,7.82,6.07,27.5,9.55,0.8,9.2,0.015,0.01,0.0005,0.783,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0257,0.0004,0.00045,0.0145,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 2 2022,23.6,7.79,6.01,27.3,10.45,0.5,9.5,0.015,0.01,0.0005,0.654,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0193,0.0073,0.00045,0.0128,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 3 2022,29.4,7.71,5.94,27.0,11.54,0.5,10.5,0.015,0.01,0.0005,0.595,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0163,0.0044,0.00045,0.0103,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 4 2022,26.1,8.05,5.9,26.8,12.84,0.4,11.7,0.015,0.01,0.0005,0.633,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0235,0.0067,0.00045,0.0142,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 1 2023,21.0,7.86,6.01,27.7,9.64,0.6,9.2,0.034,0.01,0.0005,0.815,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0457,0.0074,0.00045,0.0177,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 2 2023,23.8,7.7,5.94,27.1,10.85,0.5,7.5,0.015,0.01,0.0005,0.875,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0319,0.0051,0.00045,0.0102,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 3 2023,28.4,7.75,5.87,26.8,11.68,0.5,9.5,0.042,0.01,0.0005,0.812,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0188,0.0054,0.00045,0.0099,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 4 2023,25.7,7.79,5.91,26.9,11.57,0.5,9.3,0.056,0.01,0.0005,0.829,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0453,0.0051,0.00045,0.0132,0.00045,0.0025,0.002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 1 2024,20.8,7.9,6.08,27.8,9.76,0.5,8.2,0.062,0.01,0.0015,0.736,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0586,0.0051,0.0005,0.0127,0.0008,0.0035,0.0002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 2 2024,24.6,7.76,5.88,26.8,10.96,0.4,9.2,0.075,0.01,0.0015,0.777,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0739,0.0064,0.0005,0.0109,0.0004,0.0035,0.0002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 3 2024,26.7,7.72,5.87,26.6,11.74,0.5,8.4,0.035,0.06,0.0015,0.82,0.15,1.0,0.0029,0.0001,0.0001,0.0001,0.1248,0.00015,0.00015,0.0154,0.0001,0.0035,0.0002,x,x,x,x,x
Cửa sông Hòn Dấu,NB11,Quý 4 2024,23.9,7.72,5.84,27.0,11.38,0.5,9.5,0.01,0.01,0.0015,0.736,0.15,1.0,0.0024,0.0002,0.0001,0.0001,0.1588,0.0265,0.0045,0.0644,0.0007,0.0035,0.0002,x,x,x,x,x
Bãi tắm Bãi Cháy - phía Tây bãi tắm giáp Đảo Rều,NB12,Quý 1 2021,22.1,7.72,7.18,29.1,9.9,0.5,8.5,0.074,0.01,0.0005,0.701,0.15,1.5,0.0013,0.0007,0.00045,0.0001,0.0248,0.0004,0.00045,0.0069,0.00045,0.0025,0.002,x,x,x,x,x
Bãi tắm Bãi Cháy - phía Tây bãi tắm giáp Đảo Rều,NB12,Quý 2 2021,29.7,8.08,6.54,29.2,16.3,0.7,15.3,0.096,0.01,0.0005,0.79,0.15,1.5,0.0036,0.00025,0.00045,0.0001,0.0284,0.0047,0.0013,0.0088,0.0027,0.0025,0.002,x,x,x,x,x
Bãi tắm Bãi Cháy - phía Tây bãi tắm giáp Đảo Rều,NB12,Quý 3 2021,32.7,8.02,6.54,27.2,15.79,0.7,14.3,0.123,0.01,0.0005,0.73,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0369,0.0024,0.00045,0.0055,0.0015,0.0025,0.002,x,x,x,x,x
